SentenceNo,concept,CTNo,path,sentence,srcterm,dstterm
Sentence90,goal2,CT1,nmod:to->nmod:of->acl:to->dobj->acl:relcl->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,exceed the maximum size that anti-virus programs
Sentence90,goal2,CT2,nmod:to->det->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,exceed the maximum size that anti-virus programs
Sentence90,goal2,CT3,nmod:to->nmod:of->acl:to->dobj->acl:relcl->dobj->compound->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,exceed the maximum size that anti-virus programs
Sentence90,goal2,CT4,nmod:to->nmod:of->acl:to->dobj->acl:relcl->dobj->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,exceed the maximum size that anti-virus programs
Sentence90,goal2,CT5,nmod:to->nmod:of->acl:to->dobj->ref->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,exceed the maximum size that anti-virus programs
Sentence90,goal2,CT6,nmod:to->nmod:of->acl:to->dobj->acl:relcl->dobj->acl:relcl->nsubj->amod->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,exceed the maximum size that anti-virus programs
Sentence90,goal2,CT7,nmod:to->nmod:of->acl:to->dobj->acl:relcl->dobj->acl:relcl->nsubj->,A variant of Emissary appends junk data to the end of its DLL file to create a large file that may exceed the maximum size that anti-virus programs can scan.,appends ,exceed the maximum size that anti-virus programs
Sentence91,object1,CT1,dobj->compound->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,junk code
Sentence91,object1,CT2,dobj->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,junk code
Sentence91,object2,CT1,nmod:into->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,binary
Sentence91,goal1,CT1,nmod:in->acl:to->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,obfuscate it
Sentence91,goal1,CT2,nmod:in->acl:to->dobj->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,obfuscate it
Sentence91,goal2,CT1,nmod:in->acl:to->compound->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,bypass security products
Sentence91,goal2,CT2,nmod:in->acl:to->compound->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,bypass security products
Sentence91,goal2,CT3,nmod:in->acl:to->,A version of XTunnel introduced in July 2015 inserted junk code into the binary in a likely attempt to obfuscate it and bypass security products.,inserted ,bypass security products
Sentence92,object1,CT1,dobj->,ZeroT has obfuscated DLLs and functions using dummy API calls inserted between real instructions.,obfuscated ,DLLs
Sentence92,object2,CT1,xcomp->dobj->compound->,ZeroT has obfuscated DLLs and functions using dummy API calls inserted between real instructions.,obfuscated ,dummy API calls
Sentence92,object2,CT2,xcomp->dobj->,ZeroT has obfuscated DLLs and functions using dummy API calls inserted between real instructions.,obfuscated ,dummy API calls
Sentence92,object2,CT3,xcomp->dep->,ZeroT has obfuscated DLLs and functions using dummy API calls inserted between real instructions.,obfuscated ,dummy API calls
Sentence93,object1,CT1,dobj->,APT28 has deployed a bootkit along with Downdelph to ensure its persistence on the victim.,deployed ,bootkit
Sentence93,goal1,CT1,advcl:to->,APT28 has deployed a bootkit along with Downdelph to ensure its persistence on the victim.,deployed ,ensure its persistence
Sentence93,goal1,CT2,advcl:to->dobj->nmod:poss->,APT28 has deployed a bootkit along with Downdelph to ensure its persistence on the victim.,deployed ,ensure its persistence
Sentence93,goal1,CT3,advcl:to->dobj->,APT28 has deployed a bootkit along with Downdelph to ensure its persistence on the victim.,deployed ,ensure its persistence
Sentence94,object1,CT1,dobj->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,sector
Sentence94,object2,CT1,dobj->nmod:of->compound->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,Master Boot Record
Sentence94,object2,CT2,dobj->nmod:of->compound->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,Master Boot Record
Sentence94,object2,CT3,dobj->nmod:of->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,Master Boot Record
Sentence94,goal1,CT1,advcl:to->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,ensure that the malware will persist
Sentence94,goal1,CT2,advcl:to->ccomp->mark->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,ensure that the malware will persist
Sentence94,goal1,CT3,dobj->nmod:of->det->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,ensure that the malware will persist
Sentence94,goal1,CT4,nsubj->compound->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,ensure that the malware will persist
Sentence94,goal1,CT5,advcl:to->ccomp->aux->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,ensure that the malware will persist
Sentence94,goal1,CT6,advcl:to->ccomp->,Lazarus Group malware WhiskeyAlfa-Three modifies sector 0 of the Master Boot Record (MBR) to ensure that the malware will persist even if a victim machine shuts down.,modifies ,ensure that the malware will persist
Sentence95,object1,CT1,cop-u->compound-u->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,is ,Volume Boot Record (VBR) bootkit
Sentence95,object1,CT2,cop-u->compound-u->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,is ,Volume Boot Record (VBR) bootkit
Sentence95,object1,CT3,cop-u->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,is ,Volume Boot Record (VBR) bootkit
Sentence95,object1,CT4,cop-u->dep-u->appos-u->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,is ,Volume Boot Record (VBR) bootkit
Sentence95,object1,CT5,cop-u->dep-u->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,is ,Volume Boot Record (VBR) bootkit
Sentence96,object1,CT1,nsubj->appos->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,uses ,VBR
Sentence96,goal1,CT1,advcl:to->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,uses ,maintain persistence
Sentence96,goal1,CT2,advcl:to->dobj->,BOOTRASH is a Volume Boot Record (VBR) bootkit that uses the VBR to maintain persistence.,uses ,maintain persistence
Sentence97,object1,CT1,dobj->amod->,APT3 has been known to brute force password hashes to be able to leverage plain text credentials.,leverage ,plain text credentials
Sentence97,object1,CT2,dobj->compound->,APT3 has been known to brute force password hashes to be able to leverage plain text credentials.,leverage ,plain text credentials
Sentence97,object1,CT3,dobj->,APT3 has been known to brute force password hashes to be able to leverage plain text credentials.,leverage ,plain text credentials
Sentence98,object1,CT1,dobj->amod->,APT34 has used brute force techniques to obtain credentials.,used ,brute force techniques
Sentence98,object1,CT2,dobj->compound->,APT34 has used brute force techniques to obtain credentials.,used ,brute force techniques
Sentence98,object1,CT3,dobj->,APT34 has used brute force techniques to obtain credentials.,used ,brute force techniques
Sentence98,goal1,CT1,advcl:to->,APT34 has used brute force techniques to obtain credentials.,used ,obtain credentials
Sentence98,goal1,CT2,advcl:to->dobj->,APT34 has used brute force techniques to obtain credentials.,used ,obtain credentials
Sentence99,object1,CT1,conj:and-u->dobj-u->appos-u->compound-u->,Dragonfly dropped and executed Hydra, a password cracker.,executed ,password cracker
Sentence99,object1,CT2,conj:and-u->dobj-u->appos-u->,Dragonfly dropped and executed Hydra, a password cracker.,executed ,password cracker
Sentence100,object1,CT1,nmod:to->compound->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,connect ,Windows shares
Sentence100,object1,CT2,nmod:to->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,connect ,Windows shares
Sentence100,goal1,CT1,nmod:for->amod->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,connect ,lateral movement
Sentence100,goal1,CT2,nmod:for->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,connect ,lateral movement
Sentence101,object1,CT1,dobj->amod->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,using ,generated list of usernames
Sentence101,object1,CT2,dobj->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,using ,generated list of usernames
Sentence101,object1,CT3,dobj->nmod:of->case->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,using ,generated list of usernames
Sentence101,object1,CT4,dobj->nmod:of->,Lazarus Group malware attempts to connect to Windows shares for lateral movement by using a generated list of usernames, which center around permutations of the username Administrator, and weak passwords.,using ,generated list of usernames
Sentence102,object1,CT1,nmod:to->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,systems
Sentence102,object2,CT1,xcomp->dobj->amod->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,net use commands
Sentence102,object2,CT2,xcomp->dobj->compound->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,net use commands
Sentence102,object2,CT3,xcomp->dobj->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,net use commands
Sentence103,object1,CT2,nmod:within->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,victim's network
Sentence103,object2,CT1,xcomp->dobj->amod->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,predefined list
Sentence103,object2,CT2,xcomp->dobj->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,predefined list
Sentence104,object1,CT1,nmod:to->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,systems
Sentence104,object2,CT1,xcomp->dobj->conj:or->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,collection of passwords
Sentence104,object2,CT2,xcomp->dobj->nmod:of->case->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,collection of passwords
Sentence104,object2,CT3,xcomp->dobj->nmod:of->,Turla may attempt to connect to systems within a victim's network using net use commands and a predefined list or collection of passwords.,connect ,collection of passwords
Sentence105,object1,CT1,dobj->amod->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,brute force attacks
Sentence105,object1,CT2,dobj->compound->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,brute force attacks
Sentence105,object1,CT3,dobj->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,brute force attacks
Sentence105,object2,CT1,dobj->nmod:against->compound->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,SSH services
Sentence105,object2,CT2,dobj->nmod:against->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,SSH services
Sentence105,goal1,CT1,advcl:to->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,gain initial access
Sentence105,goal1,CT2,advcl:to->dobj->amod->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,gain initial access
Sentence105,goal1,CT3,advcl:to->dobj->,Chaos conducts brute force attacks against SSH services to gain initial access.,conducts ,gain initial access
Sentence106,object1,CT1,dobj->,Net Crawler uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,uses ,list of known credentials
Sentence106,object1,CT2,dobj->nmod:of->case->,Net Crawler uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,uses ,list of known credentials
Sentence106,object1,CT3,dobj->nmod:of->amod->,Net Crawler uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,uses ,list of known credentials
Sentence106,object1,CT4,dobj->nmod:of->,Net Crawler uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,uses ,list of known credentials
Sentence106,goal1,CT1,dobj->nmod:of->acl->nmod:through->acl->xcomp->,Net Crawler uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,uses ,guess passwords
Sentence106,goal1,CT2,dobj->nmod:of->acl->nmod:through->acl->xcomp->dobj->,Net Crawler uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,uses ,guess passwords
Sentence106,goal2,CT1,dobj->nmod:of->acl->nmod:through->acl->xcomp->nmod:to->,Net Crawler uses a list of known credentials gathered through credential dumping to guess passwords to accounts as it spreads throughout a network.,uses ,accounts
Sentence107,object1,CT1,dobj->,APT29 has bypassed UAC.,bypassed ,UAC
Sentence108,object1,CT1,dobj->compound->,BRONZE BUTLER malware xxmm contains a UAC bypass tool for privilege escalation.,contains ,UAC bypass tool
Sentence108,object1,CT2,dobj->compound->,BRONZE BUTLER malware xxmm contains a UAC bypass tool for privilege escalation.,contains ,UAC bypass tool
Sentence108,object1,CT3,dobj->,BRONZE BUTLER malware xxmm contains a UAC bypass tool for privilege escalation.,contains ,UAC bypass tool
Sentence108,goal1,CT1,dobj->nmod:for->compound->,BRONZE BUTLER malware xxmm contains a UAC bypass tool for privilege escalation.,contains ,privilege escalation
Sentence108,goal1,CT2,dobj->nmod:for->,BRONZE BUTLER malware xxmm contains a UAC bypass tool for privilege escalation.,contains ,privilege escalation
Sentence109,object1,CT1,dobj->compound->,Patchwork bypassed User Access Control (UAC).,bypassed ,User Access Control
Sentence109,object1,CT2,dobj->compound->,Patchwork bypassed User Access Control (UAC).,bypassed ,User Access Control
Sentence109,object1,CT3,dobj->,Patchwork bypassed User Access Control (UAC).,bypassed ,User Access Control
Sentence110,object1,CT1,dobj->compound->,AutoIt backdoor attempts to escalate privileges by bypassing User Access Control.,bypassing ,User Access Control
Sentence110,object1,CT2,dobj->compound->,AutoIt backdoor attempts to escalate privileges by bypassing User Access Control.,bypassing ,User Access Control
Sentence110,object1,CT3,dobj->,AutoIt backdoor attempts to escalate privileges by bypassing User Access Control.,bypassing ,User Access Control
Sentence110,goal1,CT1,advcl:by-u->,AutoIt backdoor attempts to escalate privileges by bypassing User Access Control.,bypassing ,escalate privileges
Sentence110,goal1,CT2,advcl:by-u->dobj-u->,AutoIt backdoor attempts to escalate privileges by bypassing User Access Control.,bypassing ,escalate privileges
Sentence111,object1,CT1,dobj->compound->compound->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,default User Access Control (UAC) settings
Sentence111,object1,CT2,dobj->compound->compound->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,default User Access Control (UAC) settings
Sentence111,object1,CT3,dobj->compound->compound->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,default User Access Control (UAC) settings
Sentence111,object1,CT4,dobj->compound->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,default User Access Control (UAC) settings
Sentence111,object1,CT5,dobj->compound->appos->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,default User Access Control (UAC) settings
Sentence111,object1,CT6,dobj->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,default User Access Control (UAC) settings
Sentence111,object2,CT1,advcl:by->dobj->acl->nmod:in->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,Windows 7
Sentence111,object2,CT2,advcl:by->dobj->acl->nmod:in->nummod->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,Windows 7
Sentence111,goal1,CT1,advcl:by->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,exploiting a backward-compatibility setting
Sentence111,goal1,CT2,advcl:by->dobj->det->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,exploiting a backward-compatibility setting
Sentence111,goal1,CT3,advcl:by->dobj->compound->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,exploiting a backward-compatibility setting
Sentence111,goal1,CT4,advcl:by->dobj->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,bypass ,exploiting a backward-compatibility setting
Sentence112,object1,CT1,dobj->compound->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,backward-compatibility setting
Sentence112,object1,CT2,dobj->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,backward-compatibility setting
Sentence112,object2,CT1,dobj->acl->nmod:in->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,Windows
Sentence112,goal1,CT1,advcl:by-u->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,bypass default User Access Control (UAC) settings
Sentence112,goal1,CT2,advcl:by-u->dobj-u->compound-u->compound-u->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,bypass default User Access Control (UAC) settings
Sentence112,goal1,CT3,advcl:by-u->dobj-u->compound-u->compound-u->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,bypass default User Access Control (UAC) settings
Sentence112,goal1,CT4,advcl:by-u->dobj-u->compound-u->compound-u->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,bypass default User Access Control (UAC) settings
Sentence112,goal1,CT5,advcl:by-u->dobj-u->compound-u->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,bypass default User Access Control (UAC) settings
Sentence112,goal1,CT6,advcl:by-u->dobj-u->compound-u->appos-u->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,bypass default User Access Control (UAC) settings
Sentence112,goal1,CT7,advcl:by-u->dobj-u->,BlackEnergy attempts to bypass default User Access Control (UAC) settings by exploiting a backward-compatibility setting found in Windows 7 and later.,exploiting ,bypass default User Access Control (UAC) settings
Sentence113,object1,CT1,dobj->,Cobalt Strike can use a number of known techniques to bypass Windows UAC.,use ,techniques
Sentence113,goal1,CT1,advcl:to->,Cobalt Strike can use a number of known techniques to bypass Windows UAC.,use ,bypass Windows UAC
Sentence113,goal1,CT2,advcl:to->dobj->compound->,Cobalt Strike can use a number of known techniques to bypass Windows UAC.,use ,bypass Windows UAC
Sentence113,goal1,CT3,advcl:to->dobj->,Cobalt Strike can use a number of known techniques to bypass Windows UAC.,use ,bypass Windows UAC
Sentence114,object1,CT1,dobj->,Downdelph bypasses UAC to escalate privileges by using a custom â€œRedirectEXEâ€? shim database.,bypasses ,UAC
Sentence114,object2,CT1,xcomp->advcl:by->ccomp->nsubj->,Downdelph bypasses UAC to escalate privileges by using a custom â€œRedirectEXEâ€? shim database.,bypasses ,custom â€œRedirectEXEâ€? shim database
Sentence114,object2,CT3,xcomp->advcl:by->ccomp->dobj->amod->dep->,Downdelph bypasses UAC to escalate privileges by using a custom â€œRedirectEXEâ€? shim database.,bypasses ,custom â€œRedirectEXEâ€? shim database
Sentence114,object2,CT4,xcomp->advcl:by->ccomp->dobj->,Downdelph bypasses UAC to escalate privileges by using a custom â€œRedirectEXEâ€? shim database.,bypasses ,custom â€œRedirectEXEâ€? shim database
Sentence114,goal1,CT1,xcomp->,Downdelph bypasses UAC to escalate privileges by using a custom â€œRedirectEXEâ€? shim database.,bypasses ,escalate privileges
Sentence114,goal1,CT2,xcomp->dobj->,Downdelph bypasses UAC to escalate privileges by using a custom â€œRedirectEXEâ€? shim database.,bypasses ,escalate privileges
Sentence115,object1,CT1,dobj->compound->,H1N1 bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer.,bypasses ,user access control
Sentence115,object1,CT2,dobj->compound->,H1N1 bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer.,bypasses ,user access control
Sentence115,object1,CT3,dobj->,H1N1 bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer.,bypasses ,user access control
Sentence115,object2,CT1,advcl:by->dobj->compound->,H1N1 bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer.,bypasses ,DLL hijacking vulnerability
Sentence115,object2,CT2,advcl:by->dobj->compound->,H1N1 bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer.,bypasses ,DLL hijacking vulnerability
Sentence115,object2,CT3,advcl:by->dobj->,H1N1 bypasses user access control by using a DLL hijacking vulnerability in the Windows Update Standalone Installer.,bypasses ,DLL hijacking vulnerability
Sentence116,object1,CT1,dobj->compound->,Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.,bypass ,Windows UAC
Sentence116,object1,CT2,dobj->,Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.,bypass ,Windows UAC
Sentence117,object1,CT1,dobj->compound->,Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.,bypass ,Windows UAC
Sentence117,object1,CT2,dobj->,Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.,bypass ,Windows UAC
Sentence117,object2,CT1,nmod:through->compound->,Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.,bypass ,DLL hijacking, eventvwr, or appPaths
Sentence117,object2,CT4,nmod:through->cc->,Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.,bypass ,DLL hijacking, eventvwr, or appPaths
Sentence117,object2,CT5,nmod:through->,Pupy can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.,bypass ,DLL hijacking, eventvwr, or appPaths
Sentence118,object1,CT1,acl:to-u->nmod:in-u->nmod:to-u->,RTM can attempt to run the program as admin, then show a fake error message and a legitimate UAC bypass prompt to the user in an attempt to socially engineer the user into escalating privileges.,engineer ,user
Sentence118,goal1,CT1,advcl:into->,RTM can attempt to run the program as admin, then show a fake error message and a legitimate UAC bypass prompt to the user in an attempt to socially engineer the user into escalating privileges.,engineer ,escalating privileges
Sentence118,goal1,CT2,advcl:into->dobj->,RTM can attempt to run the program as admin, then show a fake error message and a legitimate UAC bypass prompt to the user in an attempt to socially engineer the user into escalating privileges.,engineer ,escalating privileges
Sentence119,object1,CT1,dobj->compound->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,UAC bypass code
Sentence119,object1,CT2,dobj->compound->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,UAC bypass code
Sentence119,object1,CT3,dobj->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,UAC bypass code
Sentence119,object2,CT1,dobj->nmod:for->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,64-bit systems
Sentence119,object2,CT2,dobj->nmod:for->dep->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,64-bit systems
Sentence120,object1,CT1,dobj->compound->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,UAC bypass code
Sentence120,object1,CT2,dobj->compound->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,UAC bypass code
Sentence120,object1,CT3,dobj->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,UAC bypass code
Sentence120,object2,CT1,dobj->nmod:for->cc:preconj->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,both 32- and 64-bit systems
Sentence120,object2,CT3,dobj->nmod:for->cc->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,both 32- and 64-bit systems
Sentence120,object2,CT4,dobj->nmod:for->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,both 32- and 64-bit systems
Sentence120,object2,CT5,dobj->nmod:for->dep->,Sakula contains UAC bypass code for both 32- and 64-bit systems.,contains ,both 32- and 64-bit systems
Sentence121,object1,CT1,dobj->compound->,Shamoon attempts to disable UAC remote restrictions by modifying the Registry.,disable ,UAC remote restrictions
Sentence121,object1,CT2,dobj->amod->,Shamoon attempts to disable UAC remote restrictions by modifying the Registry.,disable ,UAC remote restrictions
Sentence121,object1,CT3,dobj->,Shamoon attempts to disable UAC remote restrictions by modifying the Registry.,disable ,UAC remote restrictions
Sentence121,goal1,CT1,advcl:by->,Shamoon attempts to disable UAC remote restrictions by modifying the Registry.,disable ,modifying the Registry
Sentence121,goal1,CT2,advcl:by->dobj->det->,Shamoon attempts to disable UAC remote restrictions by modifying the Registry.,disable ,modifying the Registry
Sentence121,goal1,CT3,advcl:by->dobj->,Shamoon attempts to disable UAC remote restrictions by modifying the Registry.,disable ,modifying the Registry
Sentence122,object1,CT1,dobj->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,methods
Sentence122,goal1,CT1,dobj->acl:for->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,bypassing Windows User Account Control
Sentence122,goal1,CT2,dobj->acl:for->dobj->compound->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,bypassing Windows User Account Control
Sentence122,goal1,CT3,dobj->acl:for->dobj->compound->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,bypassing Windows User Account Control
Sentence122,goal1,CT4,dobj->acl:for->dobj->compound->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,bypassing Windows User Account Control
Sentence122,goal1,CT5,dobj->acl:for->dobj->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,bypassing Windows User Account Control
Sentence122,goal2,CT1,dobj->acl:for->nmod:on->nmod:of->compound->,UACMe contains many methods for bypassing Windows User Account Control on multiple versions of the operating system.,contains ,operating system
